clause_id,clause_text,jurisdiction,clause_type,monthly_rent_bracket,legal_basis,risk_label,label_source,rationale,monthly_rent_bracket_raw,legal_basis_raw,flagged_for_review
DEL-SD-031,"Tenant authorizes the landlord to retain the entire deposit for any breach, regardless of the actual financial loss caused.",delhi,security_deposit,above_3500,general_law,High Risk,synthetic_augmented,Automatic forfeiture regardless of actual loss is disproportionate and exposes the tenant to excessive penalties.,above_3500,general_law,False
DEL-SD-032,"For a tenancy at monthly rent of ₹3,500, the parties record a refundable deposit of two months' rent and an itemized deduction process.",delhi,security_deposit,le_3500,statutory,Safe,synthetic_augmented,The clause does not invent a DRCA deposit cap and instead clearly defines the deposit and deductions; the DRCA regime should be assessed separately from the deposit amount.,le_3500,statutory,False
DEL-SD-033,"For a tenancy at monthly rent of ₹3,500, the agreement states that the DRCA itself limits every security deposit to two months' rent.",delhi,security_deposit,le_3500,statutory,Caution,synthetic_augmented,"The two-month residential cap belongs to the Model Tenancy Act reference framework, not a general security-deposit cap expressly found in the DRCA; the clause risks conflating regimes.",le_3500,statutory,False
DEL-SD-034,"For a tenancy at monthly rent of ₹3,500, the deposit shall be refundable after deduction of proven rent arrears and documented tenant-caused damage.",delhi,security_deposit,le_3500,statutory,Safe,synthetic_augmented,The deduction language is specific and avoids attributing a Model Tenancy Act deposit cap to the DRCA.,le_3500,statutory,False
DEL-SD-035,"For a tenancy at monthly rent of ₹3,500, the landlord may retain the deposit indefinitely until a future inspection date chosen solely by the landlord.",delhi,security_deposit,le_3500,general_law,High Risk,synthetic_augmented,"An indefinite, unilateral withholding mechanism is materially unfair and should be flagged regardless of the applicable rent-control regime.",le_3500,general_law,False
DEL-SD-036,"For a tenancy at monthly rent of ₹3,500, the landlord shall provide an itemized statement for every deduction from the deposit.",delhi,security_deposit,le_3500,statutory,Safe,synthetic_augmented,Itemization improves accountability and is consistent with a transparent deposit-settlement process.,le_3500,statutory,False
DEL-SD-037,"Security deposit shall be increased automatically whenever rent increases, without a separate written record.",delhi,security_deposit,above_3500,market_convention,Caution,synthetic_augmented,Automatic recalculation can create uncertainty if the revised deposit is not clearly documented.,above_3500,market_convention,False
DEL-SD-038,The deposit shall be converted into advance rent for the final three months unless the landlord elects otherwise.,delhi,security_deposit,above_3500,general_law,Caution,synthetic_augmented,Mixing refundable security with advance rent creates ambiguity about refund rights and settlement accounting.,above_3500,general_law,False
DEL-SD-039,Landlord may use the security deposit to cover ordinary repainting and replacement required solely by normal wear and tear.,delhi,security_deposit,above_3500,market_convention,Caution,synthetic_augmented,Charging ordinary wear and tear against the deposit is tenant-unfavorable and conflicts with the usual distinction between damage and normal use.,above_3500,market_convention,False
DEL-SD-040,No portion of the security deposit may be adjusted against rent during the tenancy unless both parties agree in writing.,delhi,security_deposit,above_3500,market_convention,Safe,synthetic_augmented,A clear written-consent rule prevents unilateral conversion of the deposit into rent.,above_3500,market_convention,False
DEL-SD-041,The deposit shall be held by the landlord without any requirement to maintain records of deductions or supporting invoices.,delhi,security_deposit,above_3500,general_law,High Risk,synthetic_augmented,Removing basic deduction records makes disputes difficult to verify and materially weakens tenant protection.,above_3500,general_law,False
DEL-SD-042,"If utility bills are pending at handover, the landlord may retain only the reasonably estimated amount and must reconcile it after the final bill.",delhi,security_deposit,above_3500,market_convention,Safe,synthetic_augmented,Temporary retention tied to an estimated liability with later reconciliation is proportionate and transparent.,above_3500,market_convention,False
DEL-SD-043,"If the tenant leaves before the lock-in expires, the entire security deposit shall automatically become the landlord's property.",delhi,security_deposit,above_3500,market_convention,High Risk,synthetic_augmented,Automatic full forfeiture combines deposit treatment with a penalty and can be disproportionate to actual loss.,above_3500,market_convention,False
DEL-SD-044,The landlord shall return the undisputed portion of the security deposit first and settle disputed deductions separately.,delhi,security_deposit,above_3500,market_convention,Safe,synthetic_augmented,Returning the undisputed amount reduces unnecessary withholding and separates genuine disputes from uncontested sums.,above_3500,market_convention,False
DEL-SD-045,"The tenant shall receive a written deposit receipt showing the amount paid, date received, and whether it is refundable.",delhi,security_deposit,above_3500,market_convention,Safe,synthetic_augmented,"Clear documentation reduces later disputes about whether a payment was security, advance rent, or another charge.",above_3500,market_convention,False
DEL-SD-046,"The deposit shall be refunded within 15 days after handover, subject to documented deductions for identified liabilities.",delhi,security_deposit,above_3500,market_convention,Safe,synthetic_augmented,A defined short refund period and documented deductions provide a predictable settlement process.,above_3500,market_convention,False
DEL-NL-022,Either party may terminate the agreement with 30 days' written notice after the initial three-month lock-in.,delhi,notice_lockin,above_3500,market_convention,Safe,synthetic_augmented,"A short, symmetric notice mechanism with a limited lock-in is predictable.",above_3500,market_convention,False
DEL-NL-023,Tenant must give 60 days' notice while landlord must give 30 days' notice for no-cause termination.,delhi,notice_lockin,above_3500,market_convention,Caution,synthetic_augmented,The asymmetric notice burden favors the landlord and reduces tenant flexibility.,above_3500,market_convention,False
DEL-NL-024,The tenant may exit during a six-month lock-in by giving 30 days' notice and paying one month's rent as an agreed early-exit charge.,delhi,notice_lockin,above_3500,market_convention,Safe,synthetic_augmented,The lock-in and exit cost are clearly defined and proportionate.,above_3500,market_convention,False
DEL-NL-025,The tenant may not terminate during an eleven-month lock-in under any circumstances.,delhi,notice_lockin,above_3500,market_convention,Caution,synthetic_augmented,An absolute lock-in removes flexibility for emergencies and relocation and should be negotiated carefully.,above_3500,market_convention,False
DEL-NL-026,The landlord may terminate immediately whenever the landlord considers the tenant's conduct inconvenient.,delhi,notice_lockin,above_3500,general_law,High Risk,synthetic_augmented,Subjective immediate termination gives the landlord unilateral power without an objective breach standard.,above_3500,general_law,False
DEL-NL-027,Tenant waives every notice right and agrees to vacate whenever the landlord sends a demand.,delhi,notice_lockin,above_3500,general_law,High Risk,synthetic_augmented,A blanket contractual waiver of legal protections and due process is highly problematic.,above_3500,general_law,False
DEL-NL-028,The lock-in period shall automatically renew for another twelve months unless the tenant gives notice six months before expiry.,delhi,notice_lockin,above_3500,market_convention,Caution,synthetic_augmented,Long automatic renewal and an unusually early notice deadline can trap a tenant unintentionally.,above_3500,market_convention,False
DEL-NL-029,Either party may terminate after the lock-in with 45 days' written notice.,delhi,notice_lockin,above_3500,market_convention,Safe,synthetic_augmented,"A symmetric, clearly stated post-lock-in notice period is commercially reasonable.",above_3500,market_convention,False
DEL-NL-030,"Early termination by the tenant will incur a fixed charge equal to one month's rent, regardless of remaining lock-in duration.",delhi,notice_lockin,above_3500,market_convention,Safe,synthetic_augmented,A fixed and disclosed early-exit charge is more predictable than an unlimited claim for future rent.,above_3500,market_convention,False
